self_employed,sought_treatment,employer_benefits,employer_takes_seriously,fear_negative_consequences,work_interference,remote_work,gender,age,country,year,productivity_affected,has_mental_health_disorder,tech_role
No,Yes,Don't Know,Don't Know,Maybe,,Never,Male,21.0,United Kingdom,2016,,Yes,
No,Yes,Yes,Yes,Maybe,,Sometimes,Female,34.0,United States of America,2016,,Yes,
Yes,No,,,,,Always,Male,40.0,Germany,2016,Not applicable to me,Uncertain,
No,Yes,Yes,No,Yes,,Sometimes,Male,35.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Male,44.0,United States of America,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Other,35.0,Canada,2016,,No,
No,No,No,No,Yes,,Sometimes,Male,45.0,United States of America,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Male,42.0,United States of America,2016,,Yes,1.0
Yes,No,,,,,Always,Male,40.0,United States of America,2016,Yes,Yes,
Yes,Yes,,,,,Always,Female,50.0,United States of America,2016,Yes,No,
No,Yes,Yes,Don't Know,Maybe,,Always,Male,36.0,United States of America,2016,,Uncertain,
Yes,Yes,,,,,Always,Female,31.0,United States of America,2016,Yes,Yes,
No,No,Don't Know,Don't Know,No,,Always,Male,29.0,United States of America,2016,,No,
No,No,Yes,Don't Know,Maybe,,Never,Male,37.0,United States of America,2016,,No,
No,Yes,No,Don't Know,Yes,,Sometimes,Male,31.0,United States of America,2016,,Yes,
No,No,Don't Know,No,Yes,,Always,Male,42.0,Canada,2016,,No,1.0
No,No,Yes,No,Maybe,,Sometimes,Male,25.0,United States of America,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Male,27.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,Maybe,,Never,Female,41.0,United States of America,2016,,Yes,1.0
No,No,Yes,Don't Know,Maybe,,Sometimes,Female,41.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,Yes,,Never,Female,55.0,United States of America,2016,,No,0.0
No,No,Yes,No,Maybe,,Never,Male,21.0,United States of America,2016,,Yes,
No,No,Don't Know,Yes,Maybe,,Never,Male,37.0,Netherlands,2016,,No,1.0
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Female,34.0,Netherlands,2016,,No,1.0
No,No,Yes,Don't Know,Maybe,,Never,Male,40.0,United Kingdom,2016,,Uncertain,1.0
Yes,No,,,,,Always,Male,25.0,Netherlands,2016,Yes,Uncertain,
No,No,Yes,Don't Know,Maybe,,Sometimes,Male,36.0,Germany,2016,,Uncertain,1.0
No,No,No,No,Maybe,,Never,Male,25.0,Germany,2016,,Uncertain,
No,No,Don't Know,Don't Know,Maybe,,Always,Male,35.0,United States of America,2016,,No,
No,Yes,No,Don't Know,Maybe,,Always,Male,37.0,United States of America,2016,,No,
No,No,Yes,No,Maybe,,Sometimes,Male,45.0,United States of America,2016,,Uncertain,1.0
No,Yes,No,No,Maybe,,Never,Male,26.0,United States of America,2016,,Yes,
No,No,Yes,Don't Know,Maybe,,Sometimes,Male,23.0,United States of America,2016,,No,
No,Yes,Yes,No,Maybe,,Sometimes,Female,22.0,United States of America,2016,,Yes,
No,Yes,Don't Know,Don't Know,No,,Always,Female,46.0,United States of America,2016,,Yes,
No,No,No,Yes,No,,Sometimes,Male,31.0,United Kingdom,2016,,No,
No,Yes,Yes,Yes,No,,Always,Male,27.0,United States of America,2016,,Yes,
No,No,No,Yes,No,,Sometimes,Male,37.0,United Kingdom,2016,,No,
No,No,Don't Know,Yes,Maybe,,Never,Male,37.0,United Kingdom,2016,,No,
No,Yes,Not Eligible,Yes,No,,Sometimes,Other,26.0,Netherlands,2016,,Uncertain,
No,Yes,No,Don't Know,No,,Never,Male,23.0,Netherlands,2016,,No,
No,Yes,Yes,Yes,Maybe,,Never,Male,40.0,United States of America,2016,,Yes,
No,No,No,No,No,,Sometimes,Male,29.0,Denmark,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Male,37.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,No,,Never,Female,34.0,United States of America,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Male,40.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Male,39.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,Maybe,,Always,Male,28.0,United States of America,2016,,Yes,
Yes,No,,,,,Sometimes,Male,28.0,Belgium,2016,Yes,Uncertain,
No,No,No,Don't Know,No,,Sometimes,Male,27.0,Germany,2016,,No,
Yes,Yes,,,,,Sometimes,Male,48.0,United Kingdom,2016,Unsure,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Female,49.0,United States of America,2016,,Yes,
No,Yes,No,No,Maybe,,Never,Male,35.0,United Kingdom,2016,,Yes,
No,Yes,Don't Know,Don't Know,Maybe,,Sometimes,Male,35.0,Sweden,2016,,Yes,
Yes,Yes,,,,,Always,Male,38.0,United Kingdom,2016,Yes,Yes,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,32.0,United States of America,2016,,No,
No,Yes,Yes,No,Yes,,Sometimes,Male,42.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,Maybe,,Always,Female,33.0,United States of America,2016,,Uncertain,
No,No,Don't Know,Don't Know,No,,Always,Male,35.0,United Kingdom,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Male,24.0,Russia,2016,,Uncertain,
No,Yes,Yes,No,No,,Sometimes,Other,29.0,United States of America,2016,,Yes,
No,Yes,Don't Know,Yes,Maybe,,Always,Male,29.0,United States of America,2016,,Uncertain,
No,No,Not Eligible,Yes,No,,Sometimes,Male,24.0,United Kingdom,2016,,No,
No,Yes,Don't Know,Don't Know,Maybe,,Always,Male,30.0,Sweden,2016,,No,
No,Yes,Don't Know,Don't Know,Maybe,,Always,Male,30.0,United States of America,2016,,Yes,
No,Yes,No,Don't Know,Yes,,Always,Male,44.0,United States of America,2016,,Yes,
No,No,Yes,No,No,,Always,Male,37.0,United Kingdom,2016,,No,
No,No,No,Yes,No,,Sometimes,Male,28.0,Germany,2016,,No,
No,Yes,Yes,Yes,No,,Always,Male,42.0,United States of America,2016,,No,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Female,30.0,United Kingdom,2016,,Yes,
No,Yes,Don't Know,No,Maybe,,Sometimes,Male,36.0,Russia,2016,,Uncertain,
No,No,Don't Know,Yes,Maybe,,Sometimes,Male,30.0,Russia,2016,,No,
No,No,Don't Know,Yes,Maybe,,Always,Male,29.0,United States of America,2016,,No,
No,No,Don't Know,No,Maybe,,Sometimes,Male,25.0,United States of America,2016,,No,
No,No,No,Yes,No,,Sometimes,Male,25.0,Belgium,2016,,No,
No,No,Don't Know,Don't Know,No,,Never,Male,24.0,Russia,2016,,No,
No,Yes,No,No,Yes,,Sometimes,Male,25.0,Russia,2016,,Yes,
No,No,Yes,Yes,No,,Never,Male,31.0,Denmark,2016,,Yes,
No,No,Yes,Yes,Maybe,,Sometimes,Male,37.0,Canada,2016,,No,
No,No,Don't Know,No,No,,Never,Male,35.0,United States of America,2016,,No,
No,Yes,Not Eligible,Don't Know,Maybe,,Sometimes,Female,26.0,Spain,2016,,No,
No,No,Yes,Yes,No,,Always,Male,31.0,United Kingdom,2016,,No,
No,Yes,Yes,Yes,Maybe,,Always,Female,29.0,United States of America,2016,,No,
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Male,33.0,France,2016,,No,
No,No,No,Yes,Maybe,,Always,Male,30.0,India,2016,,No,
No,No,Yes,No,Maybe,,Sometimes,Male,30.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Never,Female,29.0,United States of America,2016,,Yes,
No,Yes,Don't Know,No,Maybe,,Sometimes,Female,25.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,No,,Never,Male,27.0,United States of America,2016,,No,1.0
No,No,Yes,Yes,No,,Sometimes,Male,26.0,Germany,2016,,No,
No,No,Yes,Yes,No,,Always,Female,38.0,United States of America,2016,,No,
No,Yes,Yes,No,Yes,,Sometimes,Male,49.0,United States of America,2016,,Yes,
No,No,Yes,Yes,No,,Sometimes,Male,30.0,United States of America,2016,,No,
Yes,No,,,,,Sometimes,Male,34.0,France,2016,Not applicable to me,Uncertain,
No,No,No,Don't Know,Maybe,,Never,Male,31.0,Russia,2016,,No,
Yes,Yes,,,,,Sometimes,Male,29.0,United States of America,2016,Yes,Uncertain,
No,No,No,Don't Know,Maybe,,Sometimes,Male,31.0,Germany,2016,,No,
No,Yes,Not Eligible,Yes,Yes,,Never,Male,34.0,Germany,2016,,Uncertain,
No,Yes,Don't Know,No,Maybe,,Sometimes,Male,28.0,United States of America,2016,,No,
Yes,Yes,,,,,Always,Female,35.0,United Kingdom,2016,Yes,No,
No,No,Don't Know,Don't Know,No,,Always,Male,27.0,Germany,2016,,No,
Yes,No,,,,,Sometimes,Male,33.0,Germany,2016,Unsure,No,
No,Yes,Don't Know,Don't Know,Maybe,,Sometimes,Female,37.0,United States of America,2016,,Uncertain,
No,Yes,Not Eligible,Yes,Yes,,Sometimes,Male,45.0,United Kingdom,2016,,Yes,
No,Yes,No,Yes,No,,Always,Female,31.0,United States of America,2016,,Yes,
No,No,No,No,Maybe,,Never,Male,36.0,United States of America,2016,,No,1.0
No,Yes,Yes,Don't Know,Maybe,,Never,Male,30.0,United States of America,2016,,Yes,
No,Yes,Yes,No,Maybe,,Sometimes,Female,33.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Always,Female,45.0,Canada,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Female,30.0,United States of America,2016,,Yes,
No,Yes,Yes,No,Maybe,,Sometimes,Male,30.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Always,Male,29.0,United States of America,2016,Yes,Yes,
No,No,No,No,No,,Sometimes,Male,36.0,Mexico,2016,,No,1.0
No,Yes,Yes,Yes,No,,Never,Male,28.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,No,,Sometimes,Male,36.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Female,37.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,No,,Sometimes,Male,29.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,No,,Sometimes,Male,25.0,United States of America,2016,,Yes,
No,No,Yes,No,No,,Sometimes,Female,34.0,United States of America,2016,,No,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,37.0,Canada,2016,,No,1.0
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Female,40.0,United States of America,2016,,Yes,
No,No,Yes,No,Yes,,Always,Male,32.0,United States of America,2016,,Uncertain,
No,No,Don't Know,Don't Know,Maybe,,Never,Male,38.0,United Kingdom,2016,,No,
No,Yes,Yes,No,Maybe,,Sometimes,Female,31.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Female,28.0,United States of America,2016,,No,
No,Yes,No,No,Yes,,Sometimes,Female,27.0,United Kingdom,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Female,28.0,United States of America,2016,,Yes,
No,Yes,Don't Know,Yes,No,,Always,Male,26.0,Germany,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Male,40.0,United States of America,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Male,42.0,United States of America,2016,,Yes,
No,No,Yes,Yes,No,,Never,Male,36.0,United States of America,2016,,No,
Yes,No,,,,,Never,Male,44.0,United Kingdom,2016,Unsure,Uncertain,
No,Yes,Yes,No,Maybe,,Never,Male,24.0,United States of America,2016,,Yes,
No,Yes,Don't Know,No,Yes,,Never,Male,44.0,United States of America,2016,,Uncertain,1.0
No,Yes,Yes,Don't Know,No,,Always,Male,31.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Sometimes,Male,49.0,United States of America,2016,Yes,Uncertain,
No,No,Yes,Don't Know,Maybe,,Sometimes,Other,27.0,United States of America,2016,,No,
No,Yes,Yes,Don't Know,No,,Always,Male,27.0,United States of America,2016,,No,
No,Yes,Yes,Don't Know,No,,Sometimes,Male,28.0,United States of America,2016,,No,
No,Yes,Yes,No,Yes,,Never,Female,20.0,United States of America,2016,,Uncertain,
Yes,No,,,,,Always,Male,41.0,Germany,2016,No,No,
No,Yes,No,Don't Know,Yes,,Sometimes,Male,38.0,Australia,2016,,Yes,1.0
No,No,Don't Know,Don't Know,Yes,,Never,Male,29.0,United States of America,2016,,Yes,
No,Yes,Yes,No,Maybe,,Always,Female,44.0,United States of America,2016,,Yes,
No,No,Don't Know,Yes,No,,Sometimes,Other,31.0,United States of America,2016,,No,
No,Yes,No,No,Yes,,Sometimes,Male,54.0,United States of America,2016,,Yes,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,33.0,Germany,2016,,No,
No,No,No,No,Maybe,,Never,Male,29.0,Netherlands,2016,,No,
No,Yes,Don't Know,Don't Know,No,,Sometimes,Other,26.0,United Kingdom,2016,,Uncertain,
No,No,Don't Know,Yes,No,,Never,Male,26.0,United Kingdom,2016,,Uncertain,
Yes,Yes,,,,,Sometimes,Male,34.0,United Kingdom,2016,Yes,Yes,
No,Yes,Don't Know,Don't Know,Yes,,Sometimes,Female,38.0,United States of America,2016,,Uncertain,
No,Yes,No,Don't Know,No,,Sometimes,Male,30.0,United Kingdom,2016,,Yes,
Yes,Yes,,,,,Sometimes,Male,34.0,United Kingdom,2016,Yes,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Female,47.0,Australia,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Female,33.0,Switzerland,2016,,No,1.0
No,No,Don't Know,Don't Know,No,,Sometimes,Male,22.0,United Kingdom,2016,,No,1.0
No,Yes,Not Eligible,Don't Know,No,,Never,Other,28.0,United Kingdom,2016,,Uncertain,
No,Yes,Yes,Yes,No,,Always,Male,31.0,United Kingdom,2016,,Yes,
No,Yes,Not Eligible,No,Maybe,,Sometimes,,24.0,United Kingdom,2016,,Yes,1.0
No,No,No,No,Maybe,,Sometimes,Male,56.0,Australia,2016,,No,1.0
Yes,Yes,,,,,Always,Female,57.0,Australia,2016,Yes,Yes,
No,No,Don't Know,Don't Know,Maybe,,Always,Male,39.0,Spain,2016,,No,
No,Yes,No,Yes,Maybe,,Never,Male,21.0,United Kingdom,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Female,31.0,Russia,2016,,No,
Yes,Yes,,,,,Always,Male,63.0,Canada,2016,Yes,Yes,
Yes,Yes,,,,,Always,Male,46.0,Australia,2016,Yes,Yes,
No,Yes,Don't Know,Yes,Maybe,,Never,Female,32.0,United Kingdom,2016,,Yes,
Yes,Yes,,,,,Sometimes,Male,35.0,United Kingdom,2016,Yes,Yes,
No,No,Yes,Yes,No,,Sometimes,Male,34.0,United Kingdom,2016,,No,
No,Yes,Not Eligible,Yes,Maybe,,Always,Male,35.0,United States of America,2016,,Yes,
No,No,No,Yes,No,,Sometimes,Male,31.0,Norway,2016,,No,
Yes,Yes,,,,,Always,Female,35.0,United States of America,2016,Yes,Yes,
No,No,Don't Know,Yes,No,,Sometimes,Male,36.0,United States of America,2016,,No,1.0
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,50.0,United States of America,2016,,No,
No,Yes,Don't Know,Don't Know,No,,Sometimes,Male,31.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Never,Male,47.0,United States of America,2016,,No,
No,Yes,Don't Know,Don't Know,Maybe,,Never,Female,32.0,Canada,2016,,No,
No,Yes,Yes,Yes,No,,Never,Female,23.0,Canada,2016,,Yes,
No,Yes,Yes,Yes,Maybe,,Sometimes,Female,43.0,Canada,2016,,Yes,
No,No,Yes,Yes,No,,Sometimes,Female,26.0,Canada,2016,,No,
No,No,Don't Know,Don't Know,No,,Never,Female,26.0,Canada,2016,,Uncertain,
No,No,Yes,Yes,No,,Sometimes,Female,55.0,Canada,2016,,No,
No,Yes,Yes,Yes,No,,Never,Male,27.0,Canada,2016,,Yes,
No,Yes,Not Eligible,Don't Know,Maybe,,Always,Male,34.0,Argentina,2016,,No,
No,No,No,Don't Know,Yes,,Never,Male,25.0,India,2016,,No,
No,No,Don't Know,Don't Know,Yes,,Sometimes,Male,35.0,United States of America,2016,,No,1.0
Yes,Yes,,,,,Sometimes,Male,37.0,Netherlands,2016,Yes,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Female,38.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Yes,,Never,Male,29.0,Canada,2016,,Uncertain,
No,Yes,Yes,Yes,Maybe,,Always,Male,28.0,United Kingdom,2016,,Uncertain,
No,Yes,Not Eligible,Yes,No,,Always,Male,29.0,United Kingdom,2016,,Uncertain,
No,No,Yes,No,No,,Always,Male,40.0,United States of America,2016,,Uncertain,
No,Yes,Yes,Yes,No,,Sometimes,Female,25.0,United States of America,2016,,Yes,
Yes,No,,,,,Sometimes,Male,29.0,Sweden,2016,Yes,Uncertain,
No,No,Yes,Yes,No,,Sometimes,Female,29.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Male,35.0,Netherlands,2016,,Yes,
Yes,No,,,,,Sometimes,Male,25.0,United States of America,2016,Unsure,No,
No,Yes,No,Don't Know,No,,Sometimes,Male,43.0,United States of America,2016,,Yes,
No,No,No,Yes,No,,Never,Male,26.0,Ireland,2016,,No,
No,Yes,Don't Know,Don't Know,No,,Never,Male,31.0,Germany,2016,,Uncertain,
No,No,Yes,Yes,No,,Always,Female,31.0,United States of America,2016,,No,
No,Yes,Don't Know,No,Maybe,,Always,Female,45.0,United States of America,2016,,Yes,1.0
No,No,No,Don't Know,Maybe,,Never,Male,23.0,Italy,2016,,Uncertain,
No,No,Don't Know,Don't Know,Maybe,,Never,Male,39.0,United States of America,2016,,No,
No,No,Yes,Yes,No,,Sometimes,Female,27.0,United States of America,2016,,No,
No,Yes,Yes,Don't Know,Maybe,,Sometimes,Male,28.0,United States of America,2016,,Yes,
No,No,Don't Know,No,Maybe,,Always,Male,36.0,United States of America,2016,,Uncertain,
No,No,Don't Know,No,Maybe,,Never,Male,22.0,Germany,2016,,No,
No,Yes,Yes,Don't Know,No,,Never,Male,51.0,United States of America,2016,,No,
Yes,No,,,,,Sometimes,Male,39.0,Denmark,2016,Yes,Uncertain,
Yes,Yes,,,,,Sometimes,Male,36.0,United States of America,2016,Yes,Yes,
No,Yes,Not Eligible,Don't Know,No,,Sometimes,Male,28.0,United States of America,2016,,Yes,1.0
No,No,Don't Know,Don't Know,Yes,,Always,Male,40.0,United States of America,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Female,35.0,United States of America,2016,,Yes,
No,Yes,Yes,No,Yes,,Never,Male,38.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Yes,,Always,Male,29.0,United States of America,2016,,Uncertain,
Yes,No,,,,,Sometimes,Male,43.0,Netherlands,2016,No,No,
No,Yes,Yes,Don't Know,Maybe,,Always,Female,31.0,United States of America,2016,,Yes,
No,No,No,No,Yes,,Sometimes,Male,45.0,United States of America,2016,,No,
No,No,Don't Know,No,No,,Sometimes,Male,26.0,United States of America,2016,,Uncertain,
No,No,Yes,Yes,No,,Always,Male,42.0,United States of America,2016,,No,
No,No,Yes,Yes,No,,Always,Female,28.0,United States of America,2016,,No,
No,No,Not Eligible,Don't Know,Maybe,,Sometimes,Male,28.0,United Kingdom,2016,,No,
No,Yes,Yes,Yes,Maybe,,Sometimes,Female,39.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,Maybe,,Sometimes,Other,34.0,United States of America,2016,,No,
No,Yes,Don't Know,Yes,No,,Always,Female,28.0,United States of America,2016,,Yes,
No,No,Yes,Yes,Maybe,,Sometimes,Female,35.0,United States of America,2016,,No,
No,No,Don't Know,Yes,No,,Sometimes,Male,42.0,Canada,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Other,,United States of America,2016,,Yes,
Yes,Yes,,,,,Always,Male,29.0,United Kingdom,2016,Unsure,Uncertain,
Yes,Yes,,,,,Sometimes,Male,34.0,Finland,2016,No,Yes,
No,No,Yes,Don't Know,Maybe,,Always,Male,28.0,Canada,2016,,No,
No,No,Don't Know,Yes,Maybe,,Sometimes,Female,22.0,Russia,2016,,No,
No,Yes,Yes,No,Yes,,Sometimes,Female,28.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Always,Female,26.0,United States of America,2016,Yes,Yes,
No,Yes,Yes,Don't Know,Maybe,,Never,Female,21.0,Australia,2016,,Uncertain,1.0
No,Yes,No,No,Yes,,Never,Male,38.0,Netherlands,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Male,33.0,United States of America,2016,,Yes,1.0
No,Yes,Yes,Don't Know,No,,Sometimes,Female,28.0,United States of America,2016,,Yes,
No,Yes,Yes,Yes,No,,Sometimes,Male,32.0,United States of America,2016,,Yes,
No,Yes,Not Eligible,Don't Know,Yes,,Sometimes,Female,24.0,Australia,2016,,Yes,
No,Yes,Don't Know,No,Maybe,,Always,Male,35.0,United States of America,2016,,Uncertain,
Yes,No,,,,,Sometimes,Male,41.0,United States of America,2016,Yes,No,
Yes,Yes,,,,,Always,Female,38.0,United States of America,2016,Not applicable to me,No,
No,Yes,Don't Know,No,Yes,,Sometimes,Female,24.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,No,,Sometimes,Male,30.0,United States of America,2016,,Yes,
No,No,Yes,Don't Know,Yes,,Sometimes,Female,47.0,United States of America,2016,,No,
No,No,Yes,Don't Know,Maybe,,Never,Female,26.0,United States of America,2016,,No,
No,Yes,Yes,Yes,No,,Always,Male,32.0,United States of America,2016,,Yes,
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Male,32.0,United States of America,2016,,Uncertain,
No,Yes,Don't Know,Yes,No,,Always,Male,37.0,United States of America,2016,,Yes,
Yes,No,,,,,Sometimes,Male,33.0,Netherlands,2016,Yes,No,
No,No,No,Yes,No,,Sometimes,Female,28.0,United Kingdom,2016,,Uncertain,
No,Yes,Don't Know,Yes,Maybe,,Never,Male,22.0,Netherlands,2016,,No,
No,Yes,Don't Know,Yes,No,,Sometimes,Male,30.0,United States of America,2016,,Yes,
Yes,Yes,,,,,Always,Female,42.0,United States of America,2016,Yes,No,
No,No,Yes,Don't Know,Maybe,,Never,Male,34.0,United States of America,2016,,No,
No,Yes,Yes,Yes,Maybe,,Sometimes,Male,32.0,United States of America,2016,,Uncertain,
No,Yes,No,Don't Know,Maybe,,Always,Male,37.0,United Kingdom,2016,,Yes,
Yes,Yes,,,,,Always,Female,31.0,United States of America,2016,Yes,No,
No,Yes,Don't Know,Yes,Yes,,Always,Male,31.0,United States of America,2016,,Yes,
No,No,No,Don't Know,Maybe,,Always,Male,26.0,Colombia,2016,,No,1.0
Yes,No,,,,,Sometimes,Male,30.0,United States of America,2016,Yes,Uncertain,
No,Yes,Yes,No,Maybe,,Sometimes,Male,36.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Always,Male,38.0,United States of America,2016,,No,
No,Yes,Yes,Don't Know,No,,Sometimes,Male,24.0,United States of America,2016,,Yes,
No,No,Don't Know,Don't Know,Maybe,,Sometimes,Male,26.0,United States of America,2016,,Yes,
No,Yes,Yes,Don't Know,Maybe,,Never,Male,37.0,United States of America,2016,,Uncertain,
No,Yes,Don't Know,No,No,,Never,Female,27.0,United Kingdom,2016,,Yes,
Yes,Yes,,,,,Always,Male,32.0,Switzerland,2016,No,No,
No,Yes,Yes,Yes,No,,Never,Male,32.0,Netherlands,2016,,No,
No,Yes,Yes,Yes,No,,Never,Male,30.0,Netherlands,2016,,Yes,1.0
No,Yes,No,Yes,No,,Always,Female,26.0,Germany,2016,,Yes,
Yes,Yes,,,,,Never,Female,27.0,United Kingdom,2016,Yes,Yes,
Yes,Yes,,,,,Always,Male,27.0,Netherlands,2016,No,Yes,
No,Yes,Not Eligible,Don't Know,No,,Always,Male,29.0,Colombia,2016,,Uncertain,
No,Yes,Yes,Don't Know,Maybe,,Never,Other,26.0,Germany,2016,,Yes,
No,No,Yes,No,No,,Never,Female,23.0,United States of America,2016,,No,
No,Yes,Yes,Yes,No,,Sometimes,Male,30.0,United States of America,2016,,No,
No,No,Yes,No,Maybe,,Sometimes,Male,40.0,United States of America,2016,,Yes,1.0
No,Yes,Don't Know,Don't Know,Maybe,,Sometimes,Male,46.0,United States of America,2016,,Uncertain,
No,No,Don't Know,Don't Know,No,,Sometimes,Male,26.0,United States of America,2016,,No,
No,No,Yes,Don't Know,Maybe,,Sometimes,Male,30.0,United States of America,2016,,No,
No,No,No,Don't Know,Yes,,Always,Female,27.0,Canada,2016,,No,
Yes,Yes,,,,,Always,Male,35.0,United States of America,2016,Yes,Yes,
No,Yes,Yes,No,Maybe,,Sometimes,Other,26.0,United States of America,2016,,Yes,
No,No,Don't Know,Don't Know,No,,Always,Male,35.0,Australia,2016,,No,
No,Yes,Don't Know,Yes,No,,Never,Male,29.0,Netherlands,2016,,Yes,1.0
No,Yes,Don't Know,Yes,No,,Sometimes,Male,34.0,United Kingdom,2016,,No,
Yes,No,,,,,Sometimes,Male,27.0,United States of America,2016,No,No,
No,No,No,Don't Know,Maybe,,Sometimes,Male,39.0,United Kingdom,2016,,Uncertain,
No,No,Don't Know,Yes,No,,Sometimes,Male,27.0,United Kingdom,2016,,No,
No,Yes,No,Don't Know,No,,Sometimes,Male,31.0,Czech Republic,2016,,No,
No,No,No,No,Maybe,,Never,Male,26.0,United Kingdom,2016,,No,1.0
No,Yes,Yes,Don't Know,Maybe,,Always,Male,44.0,United States of America,2016,,Uncertain,
No,No,Yes,Don't Know,Maybe,,Sometimes,Male,27.0,United States of America,2016,,No,
No,Yes,Yes,Don't Know,No,,Sometimes,Female,57.0,United States of America,2016,,Yes,1.0
Yes,No,,,,,Sometimes,Male,34.0,Canada,2016,Yes,No,
Yes,Yes,,,,,Sometimes,Male,38.0,United States of America,2016,Yes,Yes,
